Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Livingston,11807,7140,03/08/2021
North Country,Lewis,5068,2936,03/08/2021
New York City,Kings,333884,155702,03/08/2021
North Country,Jefferson,21699,11755,03/08/2021
Mohawk Valley,Herkimer,13224,7621,03/08/2021
North Country,Hamilton,1999,1381,03/08/2021
Capital Region,Greene,8250,3894,03/08/2021
Finger Lakes,Genesee,10981,6116,03/08/2021
Mohawk Valley,Fulton,8777,4718,03/08/2021
North Country,Franklin,13525,7350,03/08/2021
North Country,Essex,10748,5931,03/08/2021
Western New York,Erie,180667,104702,03/08/2021
Mid-Hudson,Dutchess,52957,24350,03/08/2021
Southern Tier,Delaware,7195,3013,03/08/2021
Central New York,Cortland,9180,4448,03/08/2021
Capital Region,Columbia,13021,6089,03/08/2021
North Country,Clinton,23924,13723,03/08/2021
Southern Tier,Chenango,8485,4322,03/08/2021
Southern Tier,Chemung,13077,8120,03/08/2021
Western New York,Chautauqua,24029,11274,03/08/2021
Central New York,Cayuga,16551,8721,03/08/2021
Western New York,Cattaraugus,12452,6676,03/08/2021
Southern Tier,Broome,43552,24885,03/08/2021
New York City,Bronx,148613,82461,03/08/2021
Western New York,Allegany,7013,3773,03/08/2021
Mohawk Valley,Oneida,52740,29963,03/07/2021
Finger Lakes,Yates,5397,2518,03/07/2021
Finger Lakes,Wyoming,6108,3532,03/07/2021
Mid-Hudson,Westchester,199979,108914,03/07/2021
Finger Lakes,Wayne,16191,8446,03/07/2021
Capital Region,Washington,11297,5130,03/07/2021
Capital Region,Warren,16569,8002,03/07/2021
Mid-Hudson,Ulster,35800,15872,03/07/2021
Southern Tier,Tompkins,22217,9949,03/07/2021
Southern Tier,Tioga,7560,3801,03/07/2021
Mid-Hudson,Sullivan,10836,5807,03/07/2021
Long Island,Suffolk,264396,141706,03/07/2021
Southern Tier,Steuben,12723,6959,03/07/2021
North Country,St. Lawrence,28760,17536,03/07/2021
Finger Lakes,Seneca,6021,3192,03/07/2021
Southern Tier,Schuyler,3638,1854,03/07/2021
Mohawk Valley,Schoharie,4582,2338,03/07/2021
Capital Region,Schenectady,34318,16565,03/07/2021
Capital Region,Saratoga,53989,27669,03/07/2021
Mid-Hudson,Rockland,59584,32522,03/07/2021
New York City,Richmond,91774,48624,03/07/2021
Capital Region,Rensselaer,32469,18047,03/07/2021
New York City,Queens,372888,172416,03/07/2021
Mid-Hudson,Putnam,19772,9593,03/07/2021
Mohawk Valley,Otsego,12216,6677,03/07/2021
Central New York,Oswego,23290,12830,03/07/2021
Finger Lakes,Orleans,5379,2875,03/07/2021
Mid-Hudson,Orange,53277,27526,03/07/2021
Finger Lakes,Ontario,24878,13296,03/07/2021
Central New York,Onondaga,111550,64073,03/07/2021
Western New York,Niagara,36092,21116,03/07/2021
New York City,New York,350136,186035,03/07/2021
Long Island,Nassau,312656,175513,03/07/2021
Mohawk Valley,Montgomery,9875,5094,03/07/2021
Finger Lakes,Monroe,149444,82610,03/07/2021
Central New York,Madison,15989,8109,03/07/2021
Finger Lakes,Livingston,11549,7045,03/07/2021
North Country,Lewis,5012,2850,03/07/2021
New York City,Kings,324275,151393,03/07/2021
North Country,Jefferson,21367,11378,03/07/2021
Mohawk Valley,Herkimer,12888,7355,03/07/2021
North Country,Hamilton,1994,1374,03/07/2021
Capital Region,Greene,7611,3789,03/07/2021
Finger Lakes,Genesee,10608,5947,03/07/2021
Mohawk Valley,Fulton,8574,4658,03/07/2021
North Country,Franklin,13231,7177,03/07/2021
North Country,Essex,10494,5767,03/07/2021
Western New York,Erie,174307,102769,03/07/2021
Mid-Hudson,Dutchess,50244,23557,03/07/2021
Southern Tier,Delaware,6856,2923,03/07/2021
Central New York,Cortland,8917,4175,03/07/2021
Capital Region,Columbia,12639,5978,03/07/2021
North Country,Clinton,23387,13439,03/07/2021
Southern Tier,Chenango,8229,4217,03/07/2021
Southern Tier,Chemung,12637,8012,03/07/2021
Western New York,Chautauqua,22376,10899,03/07/2021
Central New York,Cayuga,16173,8329,03/07/2021
Western New York,Cattaraugus,11948,6304,03/07/2021
Southern Tier,Broome,42294,24162,03/07/2021
New York City,Bronx,144477,80965,03/07/2021
Western New York,Allegany,6647,3535,03/07/2021
Capital Region,Albany,67221,35530,03/07/2021
Western New York,Allegany,6361,3274,03/06/2021
Finger Lakes,Yates,5166,2381,03/06/2021
Finger Lakes,Wyoming,6050,3505,03/06/2021
Mid-Hudson,Westchester,194753,106545,03/06/2021
Finger Lakes,Wayne,15807,8327,03/06/2021
Capital Region,Washington,10377,5067,03/06/2021
Capital Region,Warren,15692,7886,03/06/2021
Mid-Hudson,Ulster,34601,15496,03/06/2021
Southern Tier,Tompkins,21680,9386,03/06/2021
Southern Tier,Tioga,7456,3711,03/06/2021
Mid-Hudson,Sullivan,10611,5702,03/06/2021
Long Island,Suffolk,258343,138918,03/06/2021
Southern Tier,Steuben,12365,6892,03/06/2021
North Country,St. Lawrence,28341,17368,03/06/2021
Finger Lakes,Seneca,5943,3128,03/06/2021
Southern Tier,Schuyler,3429,1832,03/06/2021
Mohawk Valley,Schoharie,4498,2296,03/06/2021
Capital Region,Schenectady,33325,16201,03/06/2021
Capital Region,Saratoga,52177,27123,03/06/2021
Mid-Hudson,Rockland,57761,31960,03/06/2021
New York City,Richmond,89896,47397,03/06/2021
Capital Region,Rensselaer,31278,17846,03/06/2021
New York City,Queens,361884,167980,03/06/2021
Mid-Hudson,Putnam,19278,9323,03/06/2021
Mohawk Valley,Otsego,11508,6603,03/06/2021
Central New York,Oswego,21904,12123,03/06/2021
Finger Lakes,Orleans,5244,2790,03/06/2021
Mid-Hudson,Orange,50535,25336,03/06/2021
Finger Lakes,Ontario,24200,13034,03/06/2021
Central New York,Onondaga,107993,62231,03/06/2021
Capital Region,Albany,65418,34739,03/06/2021
Mohawk Valley,Oneida,51591,29036,03/06/2021
Western New York,Niagara,35346,20814,03/06/2021
New York City,New York,342462,181962,03/06/2021
Long Island,Nassau,303837,171415,03/06/2021
Mohawk Valley,Montgomery,9676,5055,03/06/2021
Finger Lakes,Monroe,144444,81364,03/06/2021
Central New York,Madison,15629,7925,03/06/2021
Finger Lakes,Livingston,11195,6966,03/06/2021
North Country,Lewis,4981,2832,03/06/2021
New York City,Kings,316153,147780,03/06/2021
North Country,Jefferson,21143,11134,03/06/2021
Mohawk Valley,Herkimer,12725,7200,03/06/2021
North Country,Hamilton,1957,1367,03/06/2021
Capital Region,Greene,7410,3706,03/06/2021
Finger Lakes,Genesee,10222,5756,03/06/2021
Mohawk Valley,Fulton,8420,4618,03/06/2021
North Country,Franklin,13020,7088,03/06/2021
North Country,Essex,10309,5671,03/06/2021
Western New York,Erie,169482,100835,03/06/2021
Mid-Hudson,Dutchess,48154,22848,03/06/2021
Southern Tier,Delaware,6735,2867,03/06/2021
Central New York,Cortland,8732,4062,03/06/2021
Capital Region,Columbia,12313,5864,03/06/2021
North Country,Clinton,22931,13287,03/06/2021
Southern Tier,Chenango,8151,4178,03/06/2021
Southern Tier,Chemung,12511,7968,03/06/2021
Western New York,Chautauqua,22040,10649,03/06/2021
Central New York,Cayuga,15810,8106,03/06/2021
Western New York,Cattaraugus,11576,6002,03/06/2021
Southern Tier,Broome,41657,23722,03/06/2021
New York City,Bronx,142724,79575,03/06/2021
Mohawk Valley,Schoharie,4386,2251,03/05/2021
Finger Lakes,Yates,4899,2235,03/05/2021
Finger Lakes,Wyoming,5876,3451,03/05/2021
Mid-Hudson,Westchester,187199,103700,03/05/2021
Finger Lakes,Wayne,14871,8044,03/05/2021
Capital Region,Washington,9883,4847,03/05/2021
Capital Region,Warren,14998,7516,03/05/2021
Mid-Hudson,Ulster,32404,15082,03/05/2021
Southern Tier,Tompkins,20483,9216,03/05/2021
Southern Tier,Tioga,7261,3632,03/05/2021
Mid-Hudson,Sullivan,10231,5484,03/05/2021
Long Island,Suffolk,248461,134354,03/05/2021
Southern Tier,Steuben,11996,6829,03/05/2021
North Country,St. Lawrence,27705,17209,03/05/2021
Finger Lakes,Seneca,5850,3074,03/05/2021
Southern Tier,Schuyler,3329,1819,03/05/2021
Capital Region,Schenectady,32165,15939,03/05/2021
Capital Region,Saratoga,50158,26493,03/05/2021
Mid-Hudson,Rockland,56034,30968,03/05/2021
New York City,Richmond,86734,46007,03/05/2021
Capital Region,Rensselaer,29865,17633,03/05/2021
New York City,Queens,346911,161238,03/05/2021
Mid-Hudson,Putnam,18213,9007,03/05/2021
Mohawk Valley,Otsego,11187,6474,03/05/2021
Central New York,Oswego,20717,11632,03/05/2021
Finger Lakes,Orleans,4930,2675,03/05/2021
Mid-Hudson,Orange,47643,23165,03/05/2021
Finger Lakes,Ontario,23495,12663,03/05/2021
Central New York,Onondaga,104452,60620,03/05/2021
Mohawk Valley,Oneida,48903,28259,03/05/2021
Western New York,Niagara,34029,20224,03/05/2021
New York City,New York,330007,177709,03/05/2021
Long Island,Nassau,292558,166443,03/05/2021
Mohawk Valley,Montgomery,9459,4991,03/05/2021
Finger Lakes,Monroe,139027,79499,03/05/2021
Central New York,Madison,15126,7730,03/05/2021
Finger Lakes,Livingston,10966,6892,03/05/2021
North Country,Lewis,4912,2817,03/05/2021
New York City,Kings,304823,143191,03/05/2021
North Country,Jefferson,20736,10887,03/05/2021
Mohawk Valley,Herkimer,12293,7049,03/05/2021
North Country,Hamilton,1888,1277,03/05/2021
Capital Region,Greene,7153,3637,03/05/2021
Finger Lakes,Genesee,9598,5524,03/05/2021
Mohawk Valley,Fulton,8214,4544,03/05/2021
North Country,Franklin,12752,7019,03/05/2021
North Country,Essex,10011,5594,03/05/2021
Western New York,Erie,163380,97912,03/05/2021
Mid-Hudson,Dutchess,45601,21894,03/05/2021
Southern Tier,Delaware,6464,2801,03/05/2021
Central New York,Cortland,8091,3989,03/05/2021
Capital Region,Columbia,11761,5728,03/05/2021
North Country,Clinton,22505,13124,03/05/2021
Southern Tier,Chenango,8011,4126,03/05/2021
Southern Tier,Chemung,12358,7922,03/05/2021
Western New York,Chautauqua,21418,10270,03/05/2021
Central New York,Cayuga,15413,7890,03/05/2021
Western New York,Cattaraugus,11022,5591,03/05/2021
Southern Tier,Broome,40954,23329,03/05/2021
New York City,Bronx,137773,77026,03/05/2021
Western New York,Allegany,5951,2964,03/05/2021
Capital Region,Albany,62598,34262,03/05/2021
Capital Region,Albany,60506,33590,03/04/2021
Finger Lakes,Yates,4747,2174,03/04/2021
Finger Lakes,Wyoming,5626,3310,03/04/2021
Mid-Hudson,Westchester,178900,101329,03/04/2021
Finger Lakes,Wayne,14069,7788,03/04/2021
Capital Region,Washington,9523,4759,03/04/2021
Capital Region,Warren,14490,7374,03/04/2021
Mid-Hudson,Ulster,30160,14323,03/04/2021
Southern Tier,Tompkins,18802,9087,03/04/2021
Southern Tier,Tioga,6919,3462,03/04/2021
Mid-Hudson,Sullivan,9197,5369,03/04/2021
Long Island,Suffolk,238761,130072,03/04/2021
Southern Tier,Steuben,11533,6724,03/04/2021
North Country,St. Lawrence,26809,16601,03/04/2021
Finger Lakes,Seneca,5635,3013,03/04/2021
Southern Tier,Schuyler,3165,1735,03/04/2021
Mohawk Valley,Schoharie,4237,2096,03/04/2021
Capital Region,Schenectady,30778,15557,03/04/2021
Capital Region,Saratoga,47818,25719,03/04/2021
Mid-Hudson,Rockland,53447,30337,03/04/2021
New York City,Richmond,83672,44650,03/04/2021
Capital Region,Rensselaer,28209,17162,03/04/2021
New York City,Queens,331601,155126,03/04/2021
Mid-Hudson,Putnam,16824,8677,03/04/2021
Mohawk Valley,Otsego,10880,6312,03/04/2021
Central New York,Oswego,20183,11294,03/04/2021
Finger Lakes,Orleans,4801,2580,03/04/2021
Mid-Hudson,Orange,44127,22715,03/04/2021
Finger Lakes,Ontario,22150,12143,03/04/2021
Central New York,Onondaga,100496,59270,03/04/2021
Mohawk Valley,Oneida,47028,27481,03/04/2021
Western New York,Niagara,33038,19797,03/04/2021
New York City,New York,317584,173507,03/04/2021
Long Island,Nassau,282042,162385,03/04/2021
Mohawk Valley,Montgomery,9179,4938,03/04/2021
Finger Lakes,Monroe,132271,77455,03/04/2021
Central New York,Madison,14292,7579,03/04/2021
Finger Lakes,Livingston,10503,6795,03/04/2021
North Country,Lewis,4713,2566,03/04/2021
New York City,Kings,292738,137895,03/04/2021
North Country,Jefferson,20115,10770,03/04/2021
Mohawk Valley,Herkimer,12007,6820,03/04/2021
North Country,Hamilton,1878,1270,03/04/2021
Capital Region,Greene,6870,3348,03/04/2021
Finger Lakes,Genesee,9212,5196,03/04/2021
Mohawk Valley,Fulton,7955,4501,03/04/2021
North Country,Franklin,12359,6785,03/04/2021
North Country,Essex,9613,5432,03/04/2021
Western New York,Erie,157424,94883,03/04/2021
Mid-Hudson,Dutchess,43270,21252,03/04/2021
Southern Tier,Delaware,6294,2560,03/04/2021
Central New York,Cortland,7852,3932,03/04/2021
Capital Region,Columbia,11310,5549,03/04/2021
North Country,Clinton,21830,12526,03/04/2021
Southern Tier,Chenango,7450,3765,03/04/2021
Southern Tier,Chemung,11722,7835,03/04/2021
Western New York,Chautauqua,19647,9988,03/04/2021
Central New York,Cayuga,14562,7732,03/04/2021
Western New York,Cattaraugus,10498,5205,03/04/2021
Southern Tier,Broome,39711,22731,03/04/2021
New York City,Bronx,131919,74153,03/04/2021
Western New York,Allegany,4980,2470,03/04/2021
Southern Tier,Chenango,7248,3710,03/03/2021
Finger Lakes,Yates,4338,2130,03/03/2021
Finger Lakes,Wyoming,5333,3199,03/03/2021
Mid-Hudson,Westchester,171473,99243,03/03/2021
Finger Lakes,Wayne,13161,7655,03/03/2021
Capital Region,Washington,8991,4668,03/03/2021
Capital Region,Warren,13809,7207,03/03/2021
Mid-Hudson,Ulster,27883,14142,03/03/2021
Southern Tier,Tompkins,17963,9012,03/03/2021
Southern Tier,Tioga,6744,3372,03/03/2021
Mid-Hudson,Sullivan,8679,5360,03/03/2021
Long Island,Suffolk,230912,126801,03/03/2021
Southern Tier,Steuben,11319,6437,03/03/2021
North Country,St. Lawrence,25776,16285,03/03/2021
Finger Lakes,Seneca,5371,2902,03/03/2021
Southern Tier,Schuyler,3049,1661,03/03/2021
Mohawk Valley,Schoharie,4092,2027,03/03/2021
Capital Region,Schenectady,29136,15124,03/03/2021
Capital Region,Saratoga,45346,25071,03/03/2021
Mid-Hudson,Rockland,51633,29799,03/03/2021
New York City,Richmond,80149,43392,03/03/2021
Capital Region,Rensselaer,26438,16795,03/03/2021
New York City,Queens,318158,151075,03/03/2021
Mid-Hudson,Putnam,15567,8498,03/03/2021
Mohawk Valley,Otsego,10527,6248,03/03/2021
Central New York,Oswego,19638,11019,03/03/2021
Finger Lakes,Orleans,4452,2423,03/03/2021
Mid-Hudson,Orange,40949,22437,03/03/2021
Finger Lakes,Ontario,20748,11745,03/03/2021
Central New York,Onondaga,96648,58125,03/03/2021
Mohawk Valley,Oneida,45928,26777,03/03/2021
Western New York,Niagara,31154,19554,03/03/2021
New York City,New York,305028,170414,03/03/2021
Long Island,Nassau,272659,158959,03/03/2021
Mohawk Valley,Montgomery,8485,4849,03/03/2021
Finger Lakes,Monroe,126140,75774,03/03/2021
Central New York,Madison,13678,7380,03/03/2021
Finger Lakes,Livingston,10205,6476,03/03/2021
North Country,Lewis,4349,2533,03/03/2021
New York City,Kings,280894,133401,03/03/2021
North Country,Jefferson,19340,10531,03/03/2021
Mohawk Valley,Herkimer,11569,6685,03/03/2021
North Country,Hamilton,1821,1217,03/03/2021
Capital Region,Greene,6634,3276,03/03/2021
Finger Lakes,Genesee,8943,5102,03/03/2021
Mohawk Valley,Fulton,7337,4262,03/03/2021
North Country,Franklin,11797,6681,03/03/2021
North Country,Essex,9257,5180,03/03/2021
Western New York,Erie,150790,92293,03/03/2021
Mid-Hudson,Dutchess,40768,20372,03/03/2021
Southern Tier,Delaware,5947,2523,03/03/2021
Central New York,Cortland,7418,3887,03/03/2021
Capital Region,Columbia,10734,5249,03/03/2021
North Country,Clinton,20758,12271,03/03/2021
Southern Tier,Chemung,11561,7773,03/03/2021
Western New York,Chautauqua,18963,9829,03/03/2021
Central New York,Cayuga,14064,7481,03/03/2021
Western New York,Cattaraugus,10037,4977,03/03/2021
Southern Tier,Broome,38466,21911,03/03/2021
New York City,Bronx,127662,72070,03/03/2021
Western New York,Allegany,4775,2378,03/03/2021
Capital Region,Albany,57767,32373,03/03/2021
Southern Tier,Broome,37031,21522,03/02/2021
Finger Lakes,Yates,4198,2103,03/02/2021
Finger Lakes,Wyoming,5137,3110,03/02/2021
Mid-Hudson,Westchester,164673,97486,03/02/2021
Finger Lakes,Wayne,12853,7547,03/02/2021
Capital Region,Washington,8542,4620,03/02/2021
Capital Region,Warren,13314,7074,03/02/2021
Mid-Hudson,Ulster,27076,13965,03/02/2021
Southern Tier,Tompkins,17133,8813,03/02/2021
Southern Tier,Tioga,6489,3323,03/02/2021
Mid-Hudson,Sullivan,8580,5163,03/02/2021
Long Island,Suffolk,223143,124711,03/02/2021
Southern Tier,Steuben,10715,6409,03/02/2021
North Country,St. Lawrence,25282,16030,03/02/2021
Finger Lakes,Seneca,5104,2859,03/02/2021
Southern Tier,Schuyler,2873,1652,03/02/2021
Western New York,Allegany,4651,2359,03/02/2021
Mohawk Valley,Schoharie,3910,2001,03/02/2021
Capital Region,Schenectady,28195,14799,03/02/2021
Capital Region,Saratoga,43907,24577,03/02/2021
Mid-Hudson,Rockland,49127,29405,03/02/2021
New York City,Richmond,78092,42416,03/02/2021
Capital Region,Rensselaer,25269,16552,03/02/2021
New York City,Queens,307616,148767,03/02/2021
Mid-Hudson,Putnam,14958,8227,03/02/2021
Mohawk Valley,Otsego,10264,6188,03/02/2021
Central New York,Oswego,19408,10791,03/02/2021
Finger Lakes,Orleans,4383,2369,03/02/2021
Mid-Hudson,Orange,39807,22195,03/02/2021
Finger Lakes,Ontario,20188,11554,03/02/2021
Central New York,Onondaga,94282,56797,03/02/2021
Mohawk Valley,Oneida,45269,26185,03/02/2021
Capital Region,Albany,56459,31743,03/02/2021
Western New York,Niagara,29753,19126,03/02/2021
New York City,New York,295232,168137,03/02/2021
Long Island,Nassau,264749,156424,03/02/2021
Mohawk Valley,Montgomery,8275,4622,03/02/2021
Finger Lakes,Monroe,122010,74450,03/02/2021
Central New York,Madison,13094,7200,03/02/2021
Finger Lakes,Livingston,9937,6295,03/02/2021
North Country,Lewis,4252,2484,03/02/2021
New York City,Kings,271265,131210,03/02/2021
North Country,Jefferson,18228,10244,03/02/2021
Mohawk Valley,Herkimer,11202,6528,03/02/2021
North Country,Hamilton,1803,1212,03/02/2021
Capital Region,Greene,6410,3234,03/02/2021
Finger Lakes,Genesee,8302,4977,03/02/2021
Mohawk Valley,Fulton,7090,4186,03/02/2021
North Country,Franklin,11576,6532,03/02/2021
North Country,Essex,9068,5041,03/02/2021
Western New York,Erie,145410,90705,03/02/2021
Mid-Hudson,Dutchess,39589,20040,03/02/2021
Southern Tier,Delaware,5801,2505,03/02/2021
Central New York,Cortland,7307,3710,03/02/2021
New York City,Bronx,124402,71043,03/02/2021
Capital Region,Columbia,9911,5142,03/02/2021
North Country,Clinton,20351,11928,03/02/2021
Southern Tier,Chenango,6810,3565,03/02/2021
Southern Tier,Chemung,11395,7749,03/02/2021
Western New York,Chautauqua,18468,9373,03/02/2021
Central New York,Cayuga,13825,7383,03/02/2021
Western New York,Cattaraugus,9496,4761,03/02/2021
Western New York,Niagara,29054,18969,03/01/2021
Finger Lakes,Yates,4079,2080,03/01/2021
Finger Lakes,Wyoming,5084,3087,03/01/2021
Mid-Hudson,Westchester,158973,95889,03/01/2021
Finger Lakes,Wayne,12508,7469,03/01/2021
Capital Region,Washington,8021,4567,03/01/2021
Capital Region,Warren,12697,6973,03/01/2021
Mid-Hudson,Ulster,26242,13831,03/01/2021
Southern Tier,Tompkins,16533,8659,03/01/2021
Southern Tier,Tioga,6300,3259,03/01/2021
Mid-Hudson,Sullivan,8462,5025,03/01/2021
Long Island,Suffolk,217497,121413,03/01/2021
Southern Tier,Steuben,10568,6327,03/01/2021
North Country,St. Lawrence,24773,15643,03/01/2021
Finger Lakes,Seneca,5035,2808,03/01/2021
Southern Tier,Schuyler,2815,1648,03/01/2021
Mohawk Valley,Schoharie,3630,1976,03/01/2021
Capital Region,Schenectady,27242,14549,03/01/2021
Capital Region,Saratoga,42439,24167,03/01/2021
Mid-Hudson,Rockland,46934,29040,03/01/2021
New York City,Richmond,76384,41525,03/01/2021
Capital Region,Rensselaer,24674,16419,03/01/2021
New York City,Queens,297289,146592,03/01/2021
Mid-Hudson,Putnam,14382,8123,03/01/2021
Mohawk Valley,Otsego,10015,6032,03/01/2021
Central New York,Oswego,18867,10588,03/01/2021
Finger Lakes,Orleans,4270,2342,03/01/2021
Mid-Hudson,Orange,38780,21272,03/01/2021
Finger Lakes,Ontario,19732,11423,03/01/2021
Central New York,Onondaga,92134,55371,03/01/2021
Mohawk Valley,Oneida,44028,25777,03/01/2021
New York City,New York,285740,165584,03/01/2021
Long Island,Nassau,256202,153633,03/01/2021
Mohawk Valley,Montgomery,8052,4581,03/01/2021
Finger Lakes,Monroe,118419,73206,03/01/2021
Central New York,Madison,12828,6977,03/01/2021
Finger Lakes,Livingston,9747,6252,03/01/2021
North Country,Lewis,4180,2446,03/01/2021
New York City,Kings,261429,129002,03/01/2021
